,country,region,happiness_rank,happiness_score,social_support,healthy_life_expectancy,freedom_to_make_life_choices,perceptions_of_corruption,generosity,logged_gdp_per_capita,year
287,United States,North America and ANZ,14.0,6.99300003051758,1.41992056369781,59.83687059402464,0.505740523338318,0.135638788342476,0.392578780651093,7.344240440937207,2017
301,Uruguay,Latin America and Caribbean,28.0,6.4539999961853,1.41222786903381,55.58107612609864,0.57939225435257,0.178061872720718,0.175096929073334,7.105424862627534,2017
317,Uzbekistan,Commonwealth of Independent States,44.0,5.97100019454956,1.54896914958954,38.50650866031648,0.658248662948608,0.246528223156929,0.415983647108078,6.668788558660521,2017
347,Venezuela,Latin America and Caribbean,74.0,5.25,1.43133759498596,47.69290586471557,0.153997123241425,0.0644911229610443,0.0650196298956871,7.029469423013631,2017
357,Vietnam,Southeast Asia,84.0,5.07399988174438,1.27749133110046,50.39961948394779,0.571055591106415,0.0876332372426987,0.234968051314354,6.671460092138239,2017
378,Zambia,Sub-Saharan Africa,107.0,4.51399993896484,1.00318729877472,19.92555795192716,0.461603492498398,0.0782135501503944,0.249580144882202,6.457408037774254,2017
399,Zimbabwe,Sub-Saharan Africa,129.0,3.875,1.08309590816498,15.205902900695785,0.336384207010269,0.0953753814101219,0.189143493771553,5.931838035520982,2017
541,Afghanistan,South Asia,133.0,3.632,0.537,19.7064,0.085,0.036,0.191,5.808142489980444,2018
511,Albania,Central and Eastern Europe,102.0,4.586,0.817,61.0512,0.419,0.032,0.149,6.821107472256465,2018
486,Algeria,Middle East and North Africa,76.0,5.295,1.154,53.09136,0.077,0.135,0.055,6.887552571664617,2018
439,Argentina,Latin America and Caribbean,29.0,6.388,1.468,57.49632,0.57,0.054,0.062,6.97914527506881,2018
528,Armenia,Commonwealth of Independent States,119.0,4.321,0.99,51.46848000000001,0.26,0.028,0.077,6.705639094860003,2018
420,Australia,North America and ANZ,10.0,7.272,1.573,70.32480000000001,0.647,0.302,0.361,7.201170883281678,2018
422,Austria,Western Europe,12.0,7.139,1.504,68.85648,0.617,0.224,0.242,7.201916317531627,2018
451,Bahrain,Middle East and North Africa,41.0,6.105,1.366,53.94144,0.594,0.123,0.243,7.199678345691172,2018
514,Bangladesh,South Asia,105.0,4.5,0.85,44.74512,0.58,0.144,0.153,6.278521424165844,2018
426,Belgium,Western Europe,16.0,6.927,1.483,69.08832,0.583,0.24,0.188,7.1891677384203225,2018
535,Benin,Sub-Saharan Africa,126.0,4.141,0.372,18.5472,0.44,0.067,0.163,5.937536205082426,2018
467,Bolivia,Latin America and Caribbean,57.0,5.752,1.223,39.25824,0.606,0.054,0.141,6.62273632394984,2018
494,Bosnia and Herzegovina,Central and Eastern Europe,84.0,5.129,1.078,58.57824,0.28,0.0,0.216,6.82001636467413,2018
542,Botswana,Sub-Saharan Africa,134.0,3.59,1.174,32.22576,0.557,0.092,0.042,6.925595197110468,2018
438,Brazil,Latin America and Caribbean,28.0,6.419,1.474,52.164,0.493,0.088,0.11,6.894670039433482,2018
499,Bulgaria,Central and Eastern Europe,89.0,4.933,1.515,55.02336,0.359,0.009,0.064,6.961296045910167,2018
520,Burkina Faso,Sub-Saharan Africa,111.0,4.424,1.097,19.62912,0.312,0.128,0.175,5.752572638825633,2018
519,Cambodia,Southeast Asia,110.0,4.433,1.088,35.31696,0.696,0.065,0.256,6.309918278226516,2018
498,Cameroon,Sub-Saharan Africa,88.0,4.975,0.891,14.06496,0.454,0.043,0.183,6.284134161070802,2018
417,Canada,North America and ANZ,7.0,7.328,1.532,69.24288,0.653,0.291,0.321,7.193685818395112,2018
530,Chad,Sub-Saharan Africa,121.0,4.301,0.907,4.09584,0.189,0.06,0.181,5.883322388488279,2018
435,Chile,Latin America and Caribbean,25.0,6.476,1.331,62.442240000000005,0.431,0.061,0.197,7.0317412587631285,2018
488,China,East Asia,78.0,5.246,1.142,61.74672,0.597,0.103,0.029,6.897704943128636,2018
446,Colombia,Latin America and Caribbean,36.0,6.26,1.439,49.0728,0.531,0.039,0.099,6.8679744089702925,2018
546,Comoros,Sub-Saharan Africa,127.0,4.107266661333333,0.5528259632222222,40.38609321166666,0.35284740419696964,0.4453321003333333,0.14001973466666667,7.148790046881456,2018
513,Congo (Brazzaville),Sub-Saharan Africa,104.0,4.559,0.811,26.507040000000003,0.514,0.077,0.091,6.52649485957079,2018
531,Congo (Kinshasa),Sub-Saharan Africa,122.0,4.245,1.136,15.76512,0.312,0.052,0.197,4.248495242049359,2018
423,Costa Rica,Latin America and Caribbean,13.0,7.072,1.459,63.13776,0.632,0.101,0.143,6.918695219020472,2018
484,Croatia,Central and Eastern Europe,74.0,5.321,1.161,56.95536,0.38,0.039,0.12,7.017506142941256,2018
466,Cyprus,Western Europe,56.0,5.762,1.191,70.24752000000001,0.423,0.035,0.202,7.114769448366463,2018
431,Czechia,Central and Eastern Europe,21.0,6.711,1.489,65.99712,0.543,0.034,0.064,7.1180162044653335,2018
413,Denmark,Western Europe,3.0,7.555,1.59,67.07904,0.683,0.408,0.284,7.20934025660291,2018
485,Dominican Republic,Latin America and Caribbean,75.0,5.302,1.441,47.44992,0.578,0.106,0.12,6.890609120147166,2018
455,Ecuador,Latin America and Caribbean,45.0,5.973,1.33,56.87808,0.556,0.12,0.114,6.7912214627261855,2018
521,Egypt,Middle East and North Africa,112.0,4.419,1.025,42.73584,0.312,0.107,0.092,6.786716950605081,2018
448,El Salvador,Latin America and Caribbean,38.0,6.167,1.231,49.38192,0.461,0.082,0.065,6.693323668269949,2018
468,Estonia,Central and Eastern Europe,58.0,5.739,1.532,56.95536,0.553,0.174,0.086,7.090909822079984,2018
526,Ethiopia,Sub-Saharan Africa,117.0,4.35,0.95,30.21648,0.452,0.146,0.22,5.733341276897746,2018
411,Finland,Western Europe,1.0,7.632,1.592,67.54272,0.681,0.393,0.202,7.174724309836376,2018
433,France,Western Europe,23.0,6.489,1.466,70.17024,0.52,0.176,0.098,7.165493475060845,2018
502,Gabon,Sub-Saharan Africa,93.0,4.758,1.164,31.221120000000003,0.356,0.052,0.032,6.944087208229528,2018
547,Gambia,Sub-Saharan Africa,91.0,4.81114996525,0.556479675,45.708004075,0.5899498854090909,0.579929454,0.44446634591666667,7.59294153494693,2018
527,Georgia,Commonwealth of Independent States,118.0,4.34,0.592,49.69104,0.375,0.215,0.038,6.74993119378857,2018
425,Germany,Western Europe,15.0,6.965,1.474,66.53808,0.586,0.28,0.273,7.201170883281678,2018
507,Ghana,Sub-Saharan Africa,98.0,4.657,0.896,26.043360000000003,0.499,0.029,0.212,6.385194398997726,2018
481,Greece,Western Europe,71.0,5.358,1.202,67.92912,0.131,0.044,0.0,7.051855622955894,2018
440,Guatemala,Latin America and Caribbean,30.0,6.382,1.268,46.98624,0.604,0.071,0.179,6.661854740545311,2018
538,Guinea,Sub-Saharan Africa,130.0,3.964,0.792,16.30608,0.394,0.094,0.185,5.84354441703136,2018
475,Honduras,Latin America and Caribbean,65.0,5.504,1.205,48.06816,0.459,0.074,0.197,6.431331081933479,2018
478,Hong Kong S.A.R. of China,East Asia,68.0,5.43,1.29,79.5984,0.524,0.291,0.246,7.24850407237061,2018
473,Hungary,Central and Eastern Europe,63.0,5.62,1.401,56.56896,0.259,0.022,0.061,7.066466970136958,2018
414,Iceland,Western Europe,4.0,7.495,1.644,70.63392,0.677,0.138,0.353,7.203405521083095,2018
532,India,South Asia,123.0,4.19,0.747,37.4808,0.539,0.093,0.172,6.582025138892826,2018
497,Indonesia,Southeast Asia,87.0,5.093,1.215,40.34016,0.538,0.018,0.484,6.802394763324311,2018
505,Iran,Middle East and North Africa,96.0,4.707,0.771,53.40048,0.459,0.129,0.282,6.966024187106113,2018
516,Iraq,Middle East and North Africa,107.0,4.456,0.971,41.42208,0.304,0.095,0.148,6.918695219020472,2018
424,Ireland,Western Europe,14.0,6.977,1.583,67.69728,0.614,0.306,0.307,7.278628942320682,2018
429,Israel,Middle East and North Africa,19.0,6.814,1.559,68.23824,0.533,0.272,0.354,7.171656822768514,2018
454,Italy,Western Europe,44.0,6.0,1.501,73.10688,0.281,0.028,0.137,7.142827401161621,2018
506,Ivory Coast,Sub-Saharan Africa,97.0,4.671,0.872,6.1824,0.467,0.103,0.146,6.295266001439646,2018
462,Jamaica,Latin America and Caribbean,52.0,5.89,1.493,53.55504,0.575,0.031,0.096,6.709304340258298,2018
460,Japan,East Asia,50.0,5.915,1.462,76.35264,0.553,0.15,0.079,7.166265974133638,2018
491,Jordan,Middle East and North Africa,81.0,5.161,1.265,49.845600000000005,0.468,0.134,0.13,6.71295620067707,2018
465,Kazakhstan,Commonwealth of Independent States,55.0,5.79,1.516,48.76368,0.454,0.121,0.148,7.042286171939743,2018
523,Kenya,Sub-Saharan Africa,114.0,4.41,1.048,35.08512,0.504,0.055,0.352,6.202535517187923,2018
471,Kosovo,Central and Eastern Europe,61.0,5.662,1.23,44.66784,0.448,0.023,0.274,6.752270376141742,2018
493,Kyrgyzstan,Commonwealth of Independent States,83.0,5.131,1.416,45.90432,0.54,0.035,0.281,6.274762021241939,2018
509,Laos,Southeast Asia,100.0,4.623,1.034,34.08048,0.626,0.174,0.23,6.580639137284949,2018
459,Latvia,Central and Eastern Europe,49.0,5.933,1.454,51.85488,0.363,0.066,0.092,7.046647277848756,2018
482,Lebanon,Middle East and North Africa,71.0,5.358,1.179,60.66480000000001,0.503,0.136,0.214,6.873163834212518,2018
544,Liberia,Sub-Saharan Africa,136.0,3.495,0.858,20.63376,0.419,0.03,0.206,4.343805421853684,2018
456,Lithuania,Central and Eastern Europe,46.0,5.952,1.527,55.33248,0.35,0.006,0.026,7.088408778675395,2018
427,Luxembourg,Western Europe,17.0,6.91,1.52,69.24288,0.632,0.321,0.196,7.3632795869630385,2018
539,Madagascar,Sub-Saharan Africa,131.0,3.774,0.908,31.066560000000003,0.221,0.049,0.155,5.572154032177765,2018
543,Malawi,Sub-Saharan Africa,135.0,3.587,0.541,23.64768,0.531,0.08,0.21,5.231108616854587,2018
444,Malaysia,Southeast Asia,34.0,6.322,1.258,51.700320000000005,0.356,0.059,0.311,7.057897937411856,2018
517,Mali,Sub-Saharan Africa,108.0,4.447,1.233,11.74656,0.367,0.056,0.139,5.916202062607435,2018
432,Malta,Western Europe,22.0,6.627,1.525,68.31552,0.645,0.142,0.376,7.147559271189454,2018
525,Mauritania,Sub-Saharan Africa,116.0,4.356,1.245,22.56576,0.129,0.093,0.134,6.324358962381311,2018
461,Mauritius,Sub-Saharan Africa,51.0,5.891,1.387,52.85952,0.584,0.05,0.245,6.994849985833071,2018
434,Mexico,Latin America and Caribbean,24.0,6.488,1.252,58.81008,0.479,0.095,0.069,6.946013991099227,2018
472,Moldova,Commonwealth of Independent States,62.0,5.64,1.301,47.9136,0.232,0.0,0.171,6.489204931325317,2018
495,Mongolia,East Asia,85.0,5.125,1.517,44.436,0.395,0.032,0.253,6.818924065275521,2018
483,Montenegro,Central and Eastern Europe,73.0,5.347,1.279,56.33712,0.259,0.081,0.111,6.925595197110468,2018
487,Morocco,Middle East and North Africa,77.0,5.254,0.797,51.700320000000005,0.46,0.074,0.026,6.659293919683638,2018
522,Mozambique,Sub-Saharan Africa,113.0,4.417,0.902,13.36944,0.531,0.158,0.206,5.293304824724492,2018
529,Myanmar,Southeast Asia,120.0,4.308,1.174,33.15312,0.58,0.178,0.598,6.52649485957079,2018
518,Namibia,Sub-Saharan Africa,109.0,4.441,1.281,28.2072,0.519,0.064,0.051,6.774223886357614,2018
500,Nepal,South Asia,90.0,4.88,1.228,41.65392000000001,0.526,0.078,0.302,6.054439346269371,2018
416,Netherlands,Western Europe,6.0,7.441,1.488,67.85184,0.638,0.295,0.333,7.216709486709457,2018
418,New Zealand,North America and ANZ,8.0,7.324,1.601,67.69728,0.669,0.389,0.365,7.145984467714388,2018
449,Nicaragua,Latin America and Caribbean,39.0,6.141,1.319,54.096,0.527,0.128,0.208,6.505784060128229,2018
533,Niger,Sub-Saharan Africa,124.0,4.166,0.867,17.07888,0.39,0.099,0.175,4.882801922586371,2018
492,Nigeria,Sub-Saharan Africa,82.0,5.155,1.172,3.70944,0.462,0.032,0.201,6.536691597591305,2018
490,North Macedonia,Central and Eastern Europe,80.0,5.185,1.239,53.40048,0.394,0.052,0.173,6.866933284461882,2018
412,Norway,Western Europe,2.0,7.594,1.582,66.53808,0.686,0.34,0.286,7.284134806195205,2018
477,Pakistan,South Asia,67.0,5.472,0.81,32.76672,0.334,0.113,0.216,6.481577129276431,2018
437,Panama,Latin America and Caribbean,27.0,6.43,1.438,58.65552,0.597,0.063,0.125,7.014814351275545,2018
469,Paraguay,Latin America and Caribbean,59.0,5.681,1.522,47.5272,0.541,0.074,0.162,6.728628613084702,2018
470,Peru,Latin America and Caribbean,60.0,5.663,1.249,52.08672000000001,0.53,0.034,0.092,6.840546529288687,2018
474,Philippines,Southeast Asia,64.0,5.524,1.312,39.64464,0.643,0.105,0.12,6.654152520183219,2018
450,Poland,Central and Eastern Europe,40.0,6.123,1.448,60.35568,0.546,0.064,0.108,7.0707241072602764,2018
479,Portugal,Western Europe,69.0,5.41,1.429,68.31552,0.562,0.017,0.055,7.080867896690782,2018
458,Romania,Central and Eastern Europe,48.0,5.945,1.219,56.10528,0.528,0.001,0.088,7.018401799069201,2018
464,Russia,Commonwealth of Independent States,54.0,5.81,1.479,46.29072,0.399,0.025,0.065,7.049254841255837,2018
442,Saudi Arabia,Middle East and North Africa,32.0,6.371,1.331,48.91824,0.509,0.127,0.098,7.22983877815125,2018
508,Senegal,Sub-Saharan Africa,99.0,4.631,1.117,33.46224,0.406,0.082,0.138,6.063785208687608,2018
480,Serbia,Central and Eastern Europe,70.0,5.398,1.369,52.936800000000005,0.288,0.043,0.134,6.883462586413092,2018
512,Sierra Leone,Sub-Saharan Africa,103.0,4.571,0.813,0.0,0.355,0.053,0.238,5.54907608489522,2018
443,Singapore,Southeast Asia,33.0,6.343,1.451,77.89824,0.631,0.457,0.261,7.333023014386481,2018
447,Slovakia,Central and Eastern Europe,37.0,6.173,1.537,59.969280000000005,0.354,0.014,0.118,7.099201743553092,2018
457,Slovenia,Central and Eastern Europe,47.0,5.948,1.506,66.15168,0.633,0.051,0.16,7.106606137727303,2018
504,South Africa,Sub-Saharan Africa,95.0,4.724,1.41,25.5024,0.516,0.056,0.103,6.846943139585379,2018
463,South Korea,East Asia,53.0,5.875,1.204,73.80239999999999,0.244,0.051,0.175,7.144407180321139,2018
445,Spain,Western Europe,35.0,6.31,1.538,74.5752,0.449,0.074,0.142,7.132497551660044,2018
515,Sri Lanka,South Asia,106.0,4.471,1.314,51.93216,0.585,0.05,0.307,6.823286122355687,2018
503,State of Palestine,Middle East and North Africa,94.0,4.743,1.217,46.52256,0.266,0.076,0.086,6.466144724237619,2018
419,Sweden,Western Europe,9.0,7.314,1.501,70.55664,0.659,0.383,0.285,7.212294468500341,2018
415,Switzerland,Western Europe,5.0,7.487,1.549,71.63856,0.66,0.357,0.256,7.259116128097101,2018
436,Taiwan Province of China,East Asia,26.0,6.441,1.436,66.22896,0.418,0.078,0.151,7.219642040130735,2018
489,Tajikistan,Commonwealth of Independent States,79.0,5.199,1.166,46.21344,0.292,0.034,0.187,6.163314804034641,2018
545,Tanzania,Sub-Saharan Africa,137.0,3.303,0.991,29.44368,0.481,0.097,0.27,6.1224928095143865,2018
453,Thailand,Southeast Asia,43.0,6.072,1.417,54.63696,0.637,0.029,0.364,6.92461239604856,2018
537,Togo,Sub-Saharan Africa,129.0,3.999,0.474,19.55184,0.434,0.101,0.158,5.560681631015528,2018
510,Tunisia,Middle East and North Africa,101.0,4.592,0.906,53.3232,0.271,0.063,0.04,6.803505257608338,2018
476,Turkiye,Middle East and North Africa,66.0,5.483,1.38,53.01408000000001,0.324,0.109,0.106,7.046647277848756,2018
534,Uganda,Sub-Saharan Africa,125.0,4.161,1.09,18.31536,0.45,0.061,0.259,5.777652323222656,2018
536,Ukraine,Commonwealth of Independent States,128.0,4.103,1.413,47.06352,0.163,0.011,0.187,6.677083461247136,2018
430,United Arab Emirates,Middle East and North Africa,20.0,6.774,0.776,51.77760000000001,0.284,0.40477596781479097,0.186,7.64826303090192,2018
421,United Kingdom,Western Europe,11.0,7.19,1.433,68.62464,0.464,0.082,0.262,7.126890808898808,2018
428,United States,North America and ANZ,18.0,6.886,1.471,63.29232,0.547,0.133,0.291,7.243512974665482,2018
441,Uruguay,Latin America and Caribbean,31.0,6.379,1.459,59.58288,0.625,0.155,0.13,6.997595982981927,2018
452,Uzbekistan,Commonwealth of Independent States,42.0,6.096,1.584,46.7544,0.724,0.259,0.328,6.579251212010101,2018
501,Venezuela,Latin America and Caribbean,92.0,4.806,1.469,50.772960000000005,0.133,0.052,0.056,6.904750769961838,2018
496,Vietnam,Southeast Asia,86.0,5.103,1.365,54.25056,0.618,0.079,0.177,6.573680166960646,2018
524,Zambia,Sub-Saharan Africa,115.0,4.377,1.047,22.7976,0.503,0.082,0.221,6.333279628139691,2018
540,Zimbabwe,Sub-Saharan Africa,132.0,3.692,1.094,19.16544,0.406,0.099,0.132,5.8805329864007,2018
678,Afghanistan,South Asia,133.0,3.632,0.537,19.7064,0.085,0.036,0.191,5.808142489980444,2019
648,Albania,Central and Eastern Europe,102.0,4.586,0.817,61.0512,0.419,0.032,0.149,6.821107472256465,2019
623,Algeria,Middle East and North Africa,76.0,5.295,1.154,53.09136,0.077,0.135,0.055,6.887552571664617,2019
576,Argentina,Latin America and Caribbean,29.0,6.388,1.468,57.49632,0.57,0.054,0.062,6.97914527506881,2019
665,Armenia,Commonwealth of Independent States,119.0,4.321,0.99,51.46848000000001,0.26,0.028,0.077,6.705639094860003,2019
557,Australia,North America and ANZ,10.0,7.272,1.573,70.32480000000001,0.647,0.302,0.361,7.201170883281678,2019
559,Austria,Western Europe,12.0,7.139,1.504,68.85648,0.617,0.224,0.242,7.201916317531627,2019
588,Bahrain,Middle East and North Africa,41.0,6.105,1.366,53.94144,0.594,0.123,0.243,7.199678345691172,2019
651,Bangladesh,South Asia,105.0,4.5,0.85,44.74512,0.58,0.144,0.153,6.278521424165844,2019
563,Belgium,Western Europe,16.0,6.927,1.483,69.08832,0.583,0.24,0.188,7.1891677384203225,2019
672,Benin,Sub-Saharan Africa,126.0,4.141,0.372,18.5472,0.44,0.067,0.163,5.937536205082426,2019
604,Bolivia,Latin America and Caribbean,57.0,5.752,1.223,39.25824,0.606,0.054,0.141,6.62273632394984,2019
631,Bosnia and Herzegovina,Central and Eastern Europe,84.0,5.129,1.078,58.57824,0.28,0.0,0.216,6.82001636467413,2019
679,Botswana,Sub-Saharan Africa,134.0,3.59,1.174,32.22576,0.557,0.092,0.042,6.925595197110468,2019
575,Brazil,Latin America and Caribbean,28.0,6.419,1.474,52.164,0.493,0.088,0.11,6.894670039433482,2019
636,Bulgaria,Central and Eastern Europe,89.0,4.933,1.515,55.02336,0.359,0.009,0.064,6.961296045910167,2019
657,Burkina Faso,Sub-Saharan Africa,111.0,4.424,1.097,19.62912,0.312,0.128,0.175,5.752572638825633,2019
656,Cambodia,Southeast Asia,110.0,4.433,1.088,35.31696,0.696,0.065,0.256,6.309918278226516,2019
635,Cameroon,Sub-Saharan Africa,88.0,4.975,0.891,14.06496,0.454,0.043,0.183,6.284134161070802,2019
554,Canada,North America and ANZ,7.0,7.328,1.532,69.24288,0.653,0.291,0.321,7.193685818395112,2019
667,Chad,Sub-Saharan Africa,121.0,4.301,0.907,4.09584,0.189,0.06,0.181,5.883322388488279,2019
572,Chile,Latin America and Caribbean,25.0,6.476,1.331,62.442240000000005,0.431,0.061,0.197,7.0317412587631285,2019
625,China,East Asia,78.0,5.246,1.142,61.74672,0.597,0.103,0.029,6.897704943128636,2019
583,Colombia,Latin America and Caribbean,36.0,6.26,1.439,49.0728,0.531,0.039,0.099,6.8679744089702925,2019
683,Comoros,Sub-Saharan Africa,127.0,4.107266661333333,0.5528259632222222,40.38609321166666,0.35284740419696964,0.4453321003333333,0.14001973466666667,7.148790046881456,2019
650,Congo (Brazzaville),Sub-Saharan Africa,104.0,4.559,0.811,26.507040000000003,0.514,0.077,0.091,6.52649485957079,2019
668,Congo (Kinshasa),Sub-Saharan Africa,122.0,4.245,1.136,15.76512,0.312,0.052,0.197,4.248495242049359,2019
560,Costa Rica,Latin America and Caribbean,13.0,7.072,1.459,63.13776,0.632,0.101,0.143,6.918695219020472,2019
621,Croatia,Central and Eastern Europe,74.0,5.321,1.161,56.95536,0.38,0.039,0.12,7.017506142941256,2019
603,Cyprus,Western Europe,56.0,5.762,1.191,70.24752000000001,0.423,0.035,0.202,7.114769448366463,2019
568,Czechia,Central and Eastern Europe,21.0,6.711,1.489,65.99712,0.543,0.034,0.064,7.1180162044653335,2019
550,Denmark,Western Europe,3.0,7.555,1.59,67.07904,0.683,0.408,0.284,7.20934025660291,2019
622,Dominican Republic,Latin America and Caribbean,75.0,5.302,1.441,47.44992,0.578,0.106,0.12,6.890609120147166,2019
592,Ecuador,Latin America and Caribbean,45.0,5.973,1.33,56.87808,0.556,0.12,0.114,6.7912214627261855,2019
658,Egypt,Middle East and North Africa,112.0,4.419,1.025,42.73584,0.312,0.107,0.092,6.786716950605081,2019
585,El Salvador,Latin America and Caribbean,38.0,6.167,1.231,49.38192,0.461,0.082,0.065,6.693323668269949,2019
605,Estonia,Central and Eastern Europe,58.0,5.739,1.532,56.95536,0.553,0.174,0.086,7.090909822079984,2019
663,Ethiopia,Sub-Saharan Africa,117.0,4.35,0.95,30.21648,0.452,0.146,0.22,5.733341276897746,2019
548,Finland,Western Europe,1.0,7.632,1.592,67.54272,0.681,0.393,0.202,7.174724309836376,2019
570,France,Western Europe,23.0,6.489,1.466,70.17024,0.52,0.176,0.098,7.165493475060845,2019
639,Gabon,Sub-Saharan Africa,93.0,4.758,1.164,31.221120000000003,0.356,0.052,0.032,6.944087208229528,2019
684,Gambia,Sub-Saharan Africa,91.0,4.81114996525,0.556479675,45.708004075,0.5899498854090909,0.579929454,0.44446634591666667,7.59294153494693,2019
664,Georgia,Commonwealth of Independent States,118.0,4.34,0.592,49.69104,0.375,0.215,0.038,6.74993119378857,2019
562,Germany,Western Europe,15.0,6.965,1.474,66.53808,0.586,0.28,0.273,7.201170883281678,2019
644,Ghana,Sub-Saharan Africa,98.0,4.657,0.896,26.043360000000003,0.499,0.029,0.212,6.385194398997726,2019
618,Greece,Western Europe,71.0,5.358,1.202,67.92912,0.131,0.044,0.0,7.051855622955894,2019
577,Guatemala,Latin America and Caribbean,30.0,6.382,1.268,46.98624,0.604,0.071,0.179,6.661854740545311,2019
675,Guinea,Sub-Saharan Africa,130.0,3.964,0.792,16.30608,0.394,0.094,0.185,5.84354441703136,2019
612,Honduras,Latin America and Caribbean,65.0,5.504,1.205,48.06816,0.459,0.074,0.197,6.431331081933479,2019
615,Hong Kong S.A.R. of China,East Asia,68.0,5.43,1.29,79.5984,0.524,0.291,0.246,7.24850407237061,2019
610,Hungary,Central and Eastern Europe,63.0,5.62,1.401,56.56896,0.259,0.022,0.061,7.066466970136958,2019
551,Iceland,Western Europe,4.0,7.495,1.644,70.63392,0.677,0.138,0.353,7.203405521083095,2019
669,India,South Asia,123.0,4.19,0.747,37.4808,0.539,0.093,0.172,6.582025138892826,2019
634,Indonesia,Southeast Asia,87.0,5.093,1.215,40.34016,0.538,0.018,0.484,6.802394763324311,2019
642,Iran,Middle East and North Africa,96.0,4.707,0.771,53.40048,0.459,0.129,0.282,6.966024187106113,2019
653,Iraq,Middle East and North Africa,107.0,4.456,0.971,41.42208,0.304,0.095,0.148,6.918695219020472,2019
561,Ireland,Western Europe,14.0,6.977,1.583,67.69728,0.614,0.306,0.307,7.278628942320682,2019
566,Israel,Middle East and North Africa,19.0,6.814,1.559,68.23824,0.533,0.272,0.354,7.171656822768514,2019
591,Italy,Western Europe,44.0,6.0,1.501,73.10688,0.281,0.028,0.137,7.142827401161621,2019
643,Ivory Coast,Sub-Saharan Africa,97.0,4.671,0.872,6.1824,0.467,0.103,0.146,6.295266001439646,2019
599,Jamaica,Latin America and Caribbean,52.0,5.89,1.493,53.55504,0.575,0.031,0.096,6.709304340258298,2019
597,Japan,East Asia,50.0,5.915,1.462,76.35264,0.553,0.15,0.079,7.166265974133638,2019
628,Jordan,Middle East and North Africa,81.0,5.161,1.265,49.845600000000005,0.468,0.134,0.13,6.71295620067707,2019
602,Kazakhstan,Commonwealth of Independent States,55.0,5.79,1.516,48.76368,0.454,0.121,0.148,7.042286171939743,2019
660,Kenya,Sub-Saharan Africa,114.0,4.41,1.048,35.08512,0.504,0.055,0.352,6.202535517187923,2019
608,Kosovo,Central and Eastern Europe,61.0,5.662,1.23,44.66784,0.448,0.023,0.274,6.752270376141742,2019
630,Kyrgyzstan,Commonwealth of Independent States,83.0,5.131,1.416,45.90432,0.54,0.035,0.281,6.274762021241939,2019
646,Laos,Southeast Asia,100.0,4.623,1.034,34.08048,0.626,0.174,0.23,6.580639137284949,2019
596,Latvia,Central and Eastern Europe,49.0,5.933,1.454,51.85488,0.363,0.066,0.092,7.046647277848756,2019
619,Lebanon,Middle East and North Africa,71.0,5.358,1.179,60.66480000000001,0.503,0.136,0.214,6.873163834212518,2019
681,Liberia,Sub-Saharan Africa,136.0,3.495,0.858,20.63376,0.419,0.03,0.206,4.343805421853684,2019
593,Lithuania,Central and Eastern Europe,46.0,5.952,1.527,55.33248,0.35,0.006,0.026,7.088408778675395,2019
564,Luxembourg,Western Europe,17.0,6.91,1.52,69.24288,0.632,0.321,0.196,7.3632795869630385,2019
676,Madagascar,Sub-Saharan Africa,131.0,3.774,0.908,31.066560000000003,0.221,0.049,0.155,5.572154032177765,2019
680,Malawi,Sub-Saharan Africa,135.0,3.587,0.541,23.64768,0.531,0.08,0.21,5.231108616854587,2019
581,Malaysia,Southeast Asia,34.0,6.322,1.258,51.700320000000005,0.356,0.059,0.311,7.057897937411856,2019
654,Mali,Sub-Saharan Africa,108.0,4.447,1.233,11.74656,0.367,0.056,0.139,5.916202062607435,2019
569,Malta,Western Europe,22.0,6.627,1.525,68.31552,0.645,0.142,0.376,7.147559271189454,2019
662,Mauritania,Sub-Saharan Africa,116.0,4.356,1.245,22.56576,0.129,0.093,0.134,6.324358962381311,2019
598,Mauritius,Sub-Saharan Africa,51.0,5.891,1.387,52.85952,0.584,0.05,0.245,6.994849985833071,2019
571,Mexico,Latin America and Caribbean,24.0,6.488,1.252,58.81008,0.479,0.095,0.069,6.946013991099227,2019
609,Moldova,Commonwealth of Independent States,62.0,5.64,1.301,47.9136,0.232,0.0,0.171,6.489204931325317,2019
632,Mongolia,East Asia,85.0,5.125,1.517,44.436,0.395,0.032,0.253,6.818924065275521,2019
620,Montenegro,Central and Eastern Europe,73.0,5.347,1.279,56.33712,0.259,0.081,0.111,6.925595197110468,2019
624,Morocco,Middle East and North Africa,77.0,5.254,0.797,51.700320000000005,0.46,0.074,0.026,6.659293919683638,2019
659,Mozambique,Sub-Saharan Africa,113.0,4.417,0.902,13.36944,0.531,0.158,0.206,5.293304824724492,2019
666,Myanmar,Southeast Asia,120.0,4.308,1.174,33.15312,0.58,0.178,0.598,6.52649485957079,2019
655,Namibia,Sub-Saharan Africa,109.0,4.441,1.281,28.2072,0.519,0.064,0.051,6.774223886357614,2019
637,Nepal,South Asia,90.0,4.88,1.228,41.65392000000001,0.526,0.078,0.302,6.054439346269371,2019
553,Netherlands,Western Europe,6.0,7.441,1.488,67.85184,0.638,0.295,0.333,7.216709486709457,2019
555,New Zealand,North America and ANZ,8.0,7.324,1.601,67.69728,0.669,0.389,0.365,7.145984467714388,2019
586,Nicaragua,Latin America and Caribbean,39.0,6.141,1.319,54.096,0.527,0.128,0.208,6.505784060128229,2019
